Region,Crop,Season,Farm_Method,Greenhouse,Area_ha,Days_Since_Spray,Pesticide_Amount_L,Temp_C,Humidity,Rainfall_7d_mm,Soil_pH,Sample_Weight_g,Year,Pesticide_Result
경기,사과,가을,관행,Y,2.05,21.9,0.9,22.3,36.0,73.4,5.86,279,2023,0
경기,고추,봄,유기,N,0.92,40.7,0.63,19.1,76.9,45.2,6.59,196,2019,0
제주,포도,가을,관행,Y,0.11,28.5,0.78,21.2,66.4,63.4,5.73,163,2022,0
강원,감귤,가을,관행,Y,1.58,37.0,1.2,17.5,65.4,77.2,5.71,208,2018,0
강원,토마토,겨울,관행,N,0.69,35.5,1.39,16.4,68.7,97.2,6.23,141,2019,0
충남,고추,봄,관행,N,2.16,0.7,2.15,12.7,55.3,11.8,6.27,242,2019,2
강원,상추,가을,유기,N,1.65,47.8,1.22,18.4,56.1,108.1,6.11,338,2019,0
전북,포도,봄,관행,Y,2.44,36.9,1.07,18.5,81.0,62.0,7.01,132,2019,0
전북,고추,겨울,유기,Y,0.31,50.3,0.33,17.7,50.3,105.0,6.75,226,2023,0
충남,사과,겨울,관행,Y,5.59,29.2,0.51,17.2,75.9,109.0,5.52,260,2020,0
제주,감귤,봄,관행,Y,0.57,43.8,0.87,23.9,91.7,118.2,6.91,203,2020,0
전남,배추,봄,관행,N,1.78,42.1,1.54,30.2,72.8,62.6,7.48,165,2023,0
경북,상추,겨울,관행,Y,5.04,33.4,0.97,25.9,46.4,88.0,5.8,320,2020,0
경남,상추,봄,유기,N,1.47,39.2,0.61,21.8,75.0,67.8,6.43,227,2021,0
경남,배추,여름,관행,N,0.7,38.0,0.79,18.5,60.4,106.0,6.02,313,2018,0
경남,감귤,봄,유기,N,2.31,30.6,0.93,27.5,68.2,72.8,6.06,282,2018,0
강원,상추,가을,유기,Y,3.91,20.1,1.17,20.8,87.5,33.1,6.47,259,2021,2
전남,포도,여름,유기,N,0.49,54.4,0.8,24.1,58.9,67.9,5.85,147,2020,0
경기,토마토,가을,관행,N,3.99,22.9,1.32,17.0,59.5,64.1,5.65,161,2022,0
강원,토마토,겨울,유기,Y,0.71,26.4,0.4,28.9,55.2,67.0,6.8,237,2018,0
전북,포도,여름,유기,Y,1.7,38.0,0.61,15.2,57.5,74.0,7.52,241,2022,0
충북,감귤,겨울,관행,Y,5.45,37.7,0.51,22.5,76.4,91.6,5.34,142,2019,0
충남,포도,겨울,유기,Y,3.04,31.0,1.05,23.8,77.4,114.0,6.41,89,2022,0
경북,포도,봄,유기,Y,1.26,37.4,0.19,21.9,51.8,95.1,6.44,269,2022,0
경기,배추,여름,유기,Y,0.46,22.2,1.0,19.1,65.0,85.6,6.11,233,2023,0
충남,사과,여름,유기,Y,2.82,17.3,0.0,16.1,54.3,139.9,6.46,230,2021,0
전남,사과,봄,관행,N,3.16,24.7,0.53,17.9,60.3,95.6,6.51,241,2021,0
강원,고추,겨울,관행,Y,0.87,32.1,0.78,20.7,53.6,75.0,5.31,212,2022,0
경남,배추,여름,관행,N,0.27,58.1,1.02,25.2,72.5,168.7,6.56,143,2018,0
경기,상추,여름,관행,Y,0.62,33.5,0.0,24.5,83.1,76.6,6.95,209,2019,0
경기,고추,가을,관행,Y,1.83,38.5,1.17,27.0,74.1,79.4,6.14,108,2020,0
전남,토마토,가을,관행,Y,0.75,24.3,1.07,29.0,66.1,73.8,6.51,291,2019,0
강원,포도,여름,유기,Y,1.0,20.7,0.85,12.9,70.3,124.0,6.22,227,2020,0
경기,배추,겨울,유기,N,3.59,41.0,0.79,20.9,67.2,67.4,7.42,227,2020,0
경남,고추,겨울,유기,N,1.78,49.1,0.58,25.1,75.7,90.1,6.42,140,2023,0
충북,상추,겨울,관행,N,3.58,6.9,2.2,31.3,93.6,12.9,8.2,138,2019,1
강원,배추,봄,관행,N,1.34,24.2,0.85,21.2,53.4,62.8,6.32,140,2020,0
경기,고추,봄,관행,N,1.23,0.0,2.22,26.3,69.3,20.8,5.31,190,2022,1
전북,감귤,봄,관행,Y,1.79,34.2,0.44,17.1,85.7,87.5,5.93,189,2019,0
제주,배추,가을,유기,Y,2.13,34.7,1.16,17.6,63.7,93.2,7.55,162,2022,0
전남,사과,여름,관행,Y,0.49,40.2,0.84,34.7,66.3,71.7,6.3,276,2018,0
충남,포도,가을,관행,N,2.28,29.3,0.92,25.0,43.6,44.9,6.66,226,2020,0
경기,감귤,여름,관행,Y,3.88,35.6,0.77,10.5,74.6,69.8,6.55,204,2019,0
경기,감귤,겨울,관행,Y,6.97,37.8,1.21,27.8,50.4,66.2,6.29,288,2018,0
강원,상추,여름,유기,Y,4.02,41.9,1.22,16.7,57.5,98.7,5.31,131,2018,0
제주,토마토,가을,유기,Y,0.44,37.6,1.05,18.4,65.4,58.3,6.52,142,2019,0
제주,고추,가을,유기,Y,0.87,35.8,0.72,12.7,59.8,58.9,5.56,132,2019,0
충남,감귤,겨울,관행,Y,2.73,38.6,0.46,30.4,54.8,128.1,7.59,245,2022,0
경기,상추,겨울,유기,Y,1.34,35.9,0.67,21.8,68.8,95.4,5.69,97,2021,0
경남,상추,봄,유기,Y,1.49,16.2,0.47,22.8,69.9,90.0,6.74,83,2023,0
경북,포도,가을,유기,N,0.17,51.5,0.9,25.0,81.3,54.2,5.99,141,2023,0
경북,배추,겨울,관행,N,2.9,46.3,0.87,24.8,53.0,121.0,5.84,225,2020,0
제주,포도,봄,관행,N,0.39,32.2,0.0,17.9,63.0,17.3,4.66,168,2019,0
충북,포도,봄,관행,Y,0.76,32.4,1.28,29.6,67.8,117.3,6.55,216,2023,0
경남,감귤,가을,유기,N,2.88,16.1,0.53,28.2,61.1,98.3,6.24,239,2021,0
충북,감귤,여름,유기,Y,0.77,43.9,1.24,20.1,57.3,77.9,5.9,219,2022,0
경기,포도,봄,관행,Y,1.77,42.1,0.63,22.5,49.8,70.0,5.99,187,2019,0
제주,배추,겨울,유기,N,2.6,28.7,0.28,22.7,60.8,103.6,6.15,165,2022,0
충남,감귤,겨울,유기,N,1.16,32.1,1.24,11.2,53.8,134.1,5.41,341,2023,0
제주,사과,가을,유기,N,2.09,30.2,0.74,16.1,66.4,104.1,5.64,152,2019,0
강원,배추,겨울,관행,N,0.39,29.9,0.46,20.4,56.3,124.6,6.33,152,2020,0
제주,토마토,겨울,유기,N,2.96,7.7,3.08,32.7,78.5,16.2,6.07,181,2022,1
경남,감귤,봄,관행,N,0.84,38.8,0.0,21.5,57.2,56.8,5.55,135,2022,0
경북,사과,여름,유기,N,1.06,22.6,0.35,28.6,70.3,140.4,6.82,221,2023,0
전남,고추,여름,관행,N,2.17,48.0,0.74,14.0,44.9,52.9,6.4,140,2021,0
전북,포도,가을,관행,N,2.64,4.4,2.36,25.8,67.9,26.4,6.07,180,2020,1
경북,포도,겨울,관행,Y,2.35,22.6,0.54,24.4,74.3,113.5,5.31,317,2023,0
강원,포도,가을,관행,Y,3.67,0.0,1.52,29.9,68.7,18.9,7.43,210,2023,1
충남,감귤,겨울,유기,Y,0.86,32.7,0.9,24.4,81.3,97.7,6.17,107,2022,0
경남,토마토,봄,관행,N,1.12,9.1,2.74,23.0,74.2,12.5,6.25,116,2021,1
경기,배추,겨울,유기,Y,1.92,45.8,0.72,24.7,66.2,128.9,6.36,143,2020,0
경기,감귤,겨울,유기,Y,0.78,16.7,1.12,15.6,77.3,37.3,5.34,225,2020,0
경기,토마토,봄,관행,N,3.04,19.9,0.82,29.5,66.0,57.8,5.13,67,2021,2
전남,감귤,봄,유기,Y,4.67,43.9,1.53,28.5,61.5,40.9,5.92,127,2019,0
경남,고추,여름,유기,N,0.83,29.2,1.42,27.7,68.3,109.7,6.86,197,2023,0
충북,고추,겨울,관행,N,0.45,38.4,0.5,15.7,71.5,88.1,6.63,186,2022,0
경북,포도,봄,관행,Y,2.0,35.2,1.44,28.5,52.8,118.8,7.64,264,2021,0
충남,포도,가을,유기,Y,1.88,33.2,0.2,16.8,72.8,100.0,5.52,131,2018,0
강원,감귤,가을,관행,N,2.26,41.3,1.3,22.5,65.6,101.2,5.41,98,2018,0
경기,포도,여름,유기,N,3.68,19.9,0.41,8.1,80.4,66.1,6.59,182,2023,0
경북,고추,가을,유기,Y,1.49,44.4,0.78,24.5,75.0,77.0,6.21,285,2021,0
제주,포도,여름,유기,N,0.7,28.5,0.94,15.8,71.3,75.2,6.84,343,2023,0
강원,배추,가을,관행,N,1.68,18.9,1.37,12.0,65.2,61.0,5.52,304,2023,0
경북,감귤,봄,관행,N,0.37,24.6,0.79,24.5,62.9,85.0,6.33,226,2019,0
충남,토마토,겨울,유기,N,1.38,18.9,0.52,25.5,52.8,0.0,5.73,150,2020,0
경기,상추,가을,유기,Y,2.56,30.2,0.94,36.4,55.2,75.0,5.85,279,2023,0
강원,상추,봄,유기,Y,1.06,25.2,0.92,22.4,81.0,74.2,5.6,211,2018,0
강원,상추,가을,유기,Y,6.01,44.7,0.7,20.4,65.9,61.8,6.35,206,2022,0
경남,고추,겨울,관행,Y,2.79,48.7,1.09,30.5,44.0,53.7,5.21,253,2023,0
강원,배추,봄,관행,N,0.6,38.3,1.5,31.4,60.9,84.4,6.06,227,2023,0
제주,고추,가을,관행,Y,2.24,28.7,1.16,22.5,55.6,106.5,5.74,142,2021,0
충북,감귤,봄,관행,N,1.66,44.8,0.62,27.5,57.7,37.5,6.69,203,2018,0
제주,상추,가을,유기,N,5.26,27.8,0.89,19.4,64.4,82.6,5.78,213,2020,0
경남,감귤,봄,관행,Y,0.6,29.9,2.99,23.7,49.4,44.1,6.06,219,2022,2
충북,고추,봄,관행,Y,2.89,60.0,0.96,21.5,61.9,42.8,6.03,213,2022,0
충남,토마토,봄,관행,Y,0.65,51.3,1.35,32.8,72.1,74.4,6.24,189,2022,0
전북,포도,봄,관행,Y,0.48,38.8,0.47,31.5,76.9,64.4,6.88,205,2018,0
경남,사과,여름,유기,N,1.91,26.5,1.42,18.8,65.5,150.6,6.69,134,2023,0
전북,사과,가을,관행,Y,0.63,25.7,0.53,12.4,68.7,63.9,6.52,220,2019,0
전북,고추,여름,유기,Y,0.25,45.1,1.13,20.5,63.9,88.2,5.73,260,2019,0
제주,고추,가을,유기,N,0.85,33.8,1.06,21.0,67.1,127.5,5.66,374,2018,0
경남,토마토,여름,관행,Y,1.49,13.0,2.46,29.8,78.7,0.0,5.92,273,2020,1
강원,감귤,봄,관행,Y,1.79,52.8,0.9,18.0,64.9,143.8,6.01,187,2023,0
경남,포도,여름,관행,Y,2.67,3.9,2.14,24.6,73.3,16.6,5.9,208,2019,1
경북,사과,겨울,관행,Y,0.95,41.1,0.63,19.7,81.6,35.8,6.45,158,2023,0
충남,감귤,가을,관행,Y,5.27,20.1,1.27,30.2,68.5,34.9,6.29,190,2020,2
충북,포도,가을,유기,Y,3.88,35.7,0.65,23.6,61.8,56.6,6.22,167,2022,0
경북,감귤,봄,유기,N,2.65,17.4,2.03,22.7,70.2,69.2,6.9,137,2023,2
경남,사과,겨울,관행,N,2.42,42.7,0.7,19.8,40.8,60.3,5.78,293,2021,0
전북,토마토,여름,유기,Y,1.3,25.1,1.78,14.8,55.2,46.9,5.31,233,2023,0
강원,토마토,봄,유기,N,3.45,50.3,0.85,23.8,57.7,86.8,6.7,208,2019,0
제주,사과,봄,관행,N,1.28,0.0,1.16,36.7,85.2,18.8,5.65,276,2020,1
충남,배추,여름,관행,Y,0.47,22.1,1.47,14.2,68.9,73.8,6.72,259,2018,0
경남,상추,여름,유기,N,0.48,11.9,0.92,18.0,59.4,106.2,7.15,294,2023,0
충북,배추,여름,유기,N,0.4,26.6,1.57,23.7,70.7,55.3,6.79,98,2018,0
제주,상추,겨울,관행,Y,0.38,35.5,1.02,19.5,63.3,85.9,5.98,145,2019,0
충북,토마토,봄,관행,Y,3.57,36.5,0.82,26.2,74.0,108.4,6.37,114,2022,0
충남,상추,여름,유기,N,1.25,20.7,0.53,18.6,67.2,42.7,6.59,233,2019,0
경북,사과,가을,관행,N,1.27,24.5,1.55,15.0,90.3,83.3,7.12,237,2022,0
충남,상추,여름,유기,Y,1.63,47.8,0.84,30.4,55.5,62.5,7.04,254,2022,0
경북,감귤,여름,관행,Y,0.78,32.8,0.63,22.6,59.1,50.1,5.6,216,2018,0
경남,고추,여름,관행,Y,0.1,37.1,0.92,19.8,61.8,88.4,7.1,286,2022,0
제주,고추,가을,유기,Y,2.86,10.3,0.98,11.6,67.0,77.7,7.25,205,2023,0
강원,토마토,여름,관행,Y,3.97,33.5,0.83,19.4,53.7,55.2,6.2,292,2022,0
강원,사과,여름,유기,N,0.71,33.8,0.31,21.1,79.2,97.0,6.71,251,2023,0
충남,배추,여름,유기,Y,3.02,39.3,0.71,17.2,70.1,41.6,7.17,296,2022,0
충남,상추,겨울,유기,Y,1.44,41.2,0.92,22.5,68.9,65.4,5.76,50,2019,0
전북,감귤,겨울,관행,N,1.83,29.3,1.01,27.3,65.8,36.3,5.82,243,2021,0
충남,상추,가을,관행,Y,2.96,52.2,0.0,23.3,85.1,108.7,4.87,266,2021,0
충북,포도,여름,관행,Y,3.37,30.7,1.04,23.0,59.2,99.7,6.14,234,2022,0
전남,토마토,가을,유기,N,0.2,21.4,0.97,23.3,70.5,21.0,5.57,188,2021,0
강원,포도,가을,관행,Y,1.9,8.6,1.33,24.6,74.4,19.6,6.13,269,2022,1
충북,배추,가을,관행,N,2.75,23.3,0.78,25.2,62.9,55.4,7.47,234,2020,0
충북,사과,가을,유기,N,1.58,29.4,0.0,17.9,73.7,76.5,6.19,279,2021,0
경기,감귤,봄,관행,Y,5.06,47.3,0.96,23.7,39.2,64.9,5.71,206,2021,0
충북,감귤,겨울,관행,N,1.73,44.7,1.09,33.4,64.5,62.3,6.9,207,2023,0
충남,포도,여름,유기,Y,0.91,38.9,0.71,13.1,89.5,83.3,6.67,69,2021,0
충남,사과,가을,관행,Y,1.45,36.6,0.69,22.5,63.5,54.7,5.75,149,2023,0
전남,토마토,봄,관행,Y,0.69,32.1,1.41,22.7,67.0,103.7,6.9,133,2019,0
경북,배추,가을,관행,Y,2.41,29.3,0.99,12.5,83.6,55.2,5.73,173,2023,0
충남,토마토,여름,관행,N,0.84,27.7,1.41,17.3,66.6,36.2,6.64,190,2023,0
충남,토마토,가을,유기,N,1.05,17.1,0.86,20.4,39.4,61.7,5.14,126,2018,0
경남,배추,가을,관행,N,2.61,34.8,0.7,14.4,65.4,43.0,6.84,132,2022,0
강원,고추,여름,유기,N,2.73,32.7,0.38,19.0,60.1,75.3,6.87,261,2019,0
경남,사과,겨울,유기,N,0.9,40.8,0.33,19.5,85.5,45.2,6.91,353,2022,0
강원,감귤,봄,관행,N,0.67,34.5,0.0,21.6,53.2,68.3,6.35,239,2021,0
강원,상추,가을,유기,Y,3.1,42.2,0.52,24.5,51.8,97.0,6.35,205,2023,0
전북,사과,겨울,유기,Y,1.38,30.1,0.41,16.6,70.2,140.6,6.83,247,2019,0
충북,사과,겨울,관행,N,0.28,40.9,0.43,28.9,58.0,59.4,6.42,294,2018,0
전북,사과,가을,유기,Y,1.4,42.7,0.97,20.2,47.6,66.0,5.48,111,2022,0
전남,상추,겨울,관행,N,0.14,28.9,0.62,12.7,44.5,93.3,7.04,165,2019,0
충남,상추,여름,관행,Y,0.25,55.5,0.98,24.4,67.3,37.4,6.78,178,2020,0
경기,고추,여름,관행,Y,2.54,3.4,2.45,30.0,47.7,12.3,5.28,218,2018,1
충북,고추,가을,관행,Y,3.27,3.3,3.5,26.0,64.3,11.0,6.99,175,2023,1
경북,포도,봄,유기,N,2.63,34.2,1.02,17.4,82.6,40.3,7.4,146,2023,0
강원,고추,가을,관행,N,0.67,19.0,0.98,25.9,63.5,68.8,6.69,177,2021,0
경기,고추,여름,유기,N,0.74,29.0,0.56,21.1,51.7,75.9,5.35,234,2021,0
충남,토마토,가을,유기,Y,0.23,9.1,2.85,34.0,71.9,0.0,7.16,225,2018,1
경남,감귤,겨울,관행,Y,1.85,9.7,2.88,24.5,76.5,22.5,6.25,117,2019,1
전북,포도,겨울,유기,Y,1.1,22.2,0.49,14.0,78.0,96.6,6.18,212,2023,0
전북,감귤,겨울,유기,Y,0.77,43.5,0.43,14.0,74.0,93.0,6.13,221,2021,0
전북,사과,여름,관행,N,0.67,28.2,0.66,18.6,58.8,44.6,6.36,179,2020,0
충북,배추,가을,유기,N,1.25,39.3,0.15,31.4,53.7,24.4,6.72,115,2019,0
충남,배추,겨울,관행,Y,1.98,25.5,0.61,23.6,63.6,50.8,7.76,188,2019,0
경북,고추,가을,관행,Y,0.15,31.7,1.04,22.9,55.1,84.9,6.79,213,2019,0
제주,토마토,봄,관행,Y,3.65,5.5,1.61,30.8,67.8,0.0,5.77,227,2022,1
충남,사과,가을,관행,N,3.43,34.1,1.03,23.5,81.0,96.9,5.51,227,2018,0
제주,상추,여름,관행,Y,3.16,34.9,1.6,20.6,64.4,69.3,6.1,234,2018,0
충남,사과,봄,유기,Y,2.43,16.4,0.84,23.2,71.8,77.0,5.8,247,2023,0
경북,고추,가을,유기,N,2.39,8.5,0.95,26.1,68.3,117.5,7.43,235,2021,0
전남,포도,가을,관행,N,0.6,44.3,1.34,12.0,76.5,30.3,5.67,215,2018,0
경기,배추,가을,유기,N,1.85,34.9,0.18,15.6,76.0,133.6,6.46,155,2020,0
전북,사과,봄,유기,Y,1.47,26.7,1.43,10.4,60.8,101.9,5.45,73,2023,0
경남,배추,겨울,유기,N,2.61,32.8,0.23,18.6,66.5,70.3,5.78,193,2021,0
전북,상추,가을,관행,Y,1.52,50.0,0.96,19.8,76.0,80.7,5.83,182,2020,0
경기,사과,가을,관행,N,0.9,5.9,1.65,30.3,84.6,9.2,6.03,181,2020,1
강원,감귤,겨울,관행,Y,1.27,56.7,0.96,22.7,58.1,87.3,6.33,158,2021,0
강원,감귤,여름,유기,Y,4.75,0.0,1.0,35.1,72.6,29.9,7.38,114,2023,1
강원,토마토,봄,유기,N,0.51,30.0,0.58,28.9,67.1,80.8,5.84,301,2019,0
전북,배추,여름,관행,N,0.17,35.3,0.24,24.0,55.8,102.0,6.63,175,2023,0
전남,고추,여름,관행,N,0.7,56.8,1.21,30.3,63.1,24.1,6.55,162,2018,0
전남,배추,여름,유기,Y,0.73,48.0,0.59,27.7,80.1,125.8,5.5,289,2019,0
경남,포도,여름,유기,N,1.27,43.1,0.97,28.6,66.8,65.3,7.45,168,2018,0
강원,고추,봄,관행,Y,0.8,40.7,0.7,19.4,41.5,60.0,5.28,259,2018,0
충남,상추,봄,관행,Y,2.71,27.2,1.38,26.1,53.3,36.5,7.06,119,2022,0
전북,고추,겨울,유기,N,2.41,26.9,0.74,17.2,48.0,40.0,6.48,163,2021,0
경기,상추,여름,관행,Y,1.97,15.9,0.32,10.8,55.6,77.2,7.13,240,2018,0
경기,포도,봄,유기,N,2.1,40.0,0.06,20.5,73.1,52.2,6.15,292,2019,0
경남,토마토,여름,관행,N,1.37,22.9,0.26,27.4,74.8,67.4,6.88,294,2020,0
경남,고추,겨울,관행,Y,1.18,38.9,0.78,20.5,71.0,120.8,6.3,154,2020,0
충북,감귤,봄,유기,N,0.87,38.9,0.91,24.1,50.3,76.0,6.5,211,2019,0
충남,고추,봄,관행,Y,2.9,51.7,1.29,25.4,58.8,35.3,5.71,264,2020,0
제주,사과,가을,유기,Y,1.51,27.1,0.99,23.5,74.1,116.5,6.74,141,2021,0
충북,감귤,봄,유기,Y,2.29,26.1,0.55,27.2,54.2,61.9,6.54,204,2023,0
경남,감귤,겨울,관행,N,1.85,28.8,0.89,21.7,80.4,66.8,6.47,182,2020,0
충남,상추,겨울,유기,Y,4.01,22.4,0.93,17.0,69.0,107.5,6.13,178,2019,0
경남,포도,봄,유기,N,0.45,39.6,1.27,24.0,67.8,41.0,6.45,294,2020,0
경남,토마토,여름,관행,Y,1.15,12.9,0.14,22.3,71.8,73.7,5.81,303,2019,0
경기,토마토,가을,유기,Y,1.62,13.8,1.73,23.0,69.6,76.0,5.65,84,2022,0
강원,토마토,봄,유기,Y,2.44,45.2,0.99,7.6,64.1,82.8,6.51,104,2021,0
강원,배추,봄,유기,Y,1.36,51.8,0.85,16.5,69.4,54.2,6.0,237,2022,0
강원,토마토,가을,유기,Y,3.28,40.8,0.97,29.9,58.2,123.8,5.62,129,2018,0
경북,포도,여름,관행,Y,0.36,4.6,1.94,32.5,65.0,44.7,6.65,140,2020,1
경북,토마토,가을,관행,N,0.83,17.0,2.43,30.6,72.2,35.2,7.82,225,2022,2
경기,사과,가을,유기,N,0.51,44.2,0.77,18.1,64.5,106.7,5.91,195,2023,0
경북,상추,겨울,유기,N,1.05,25.8,0.77,20.0,37.4,95.9,6.52,173,2023,0
경남,포도,여름,관행,N,0.86,6.8,2.86,32.0,69.0,1.2,6.41,205,2018,1
충북,토마토,가을,관행,Y,2.1,28.6,1.66,24.3,74.1,54.4,7.12,288,2021,0
경남,상추,봄,관행,N,1.13,41.3,1.27,16.1,68.8,97.6,7.33,241,2018,0
충북,토마토,겨울,관행,Y,0.25,30.2,0.99,26.6,53.0,122.7,6.86,183,2018,0
경남,포도,가을,유기,Y,3.91,8.6,0.63,30.5,77.9,58.0,6.59,82,2022,0
제주,토마토,겨울,유기,Y,1.16,21.2,1.08,20.2,74.4,107.6,6.53,246,2022,0
전남,감귤,봄,관행,Y,0.08,28.8,0.58,22.2,47.3,101.1,5.95,289,2023,0
경북,포도,여름,관행,Y,2.58,2.0,2.65,30.5,77.9,0.0,5.82,239,2021,1
충북,포도,여름,관행,N,1.32,46.1,1.28,15.3,58.8,110.8,7.06,245,2023,0
경북,사과,가을,유기,N,2.44,45.1,0.33,25.3,82.9,87.0,7.11,116,2019,0
충북,포도,여름,유기,Y,2.43,36.5,1.27,19.6,79.2,72.2,5.71,179,2020,0
전북,감귤,겨울,관행,N,1.32,33.1,0.95,23.7,57.6,129.6,5.51,255,2022,0
전북,토마토,겨울,관행,N,1.48,24.7,0.74,8.3,77.6,78.4,6.27,216,2020,0
충북,토마토,겨울,관행,N,1.15,0.0,2.06,23.7,74.6,0.0,5.89,204,2023,1
경기,토마토,가을,관행,Y,2.1,31.6,0.48,20.5,55.5,69.8,6.12,242,2022,0
경남,상추,봄,유기,Y,4.5,39.5,0.16,25.4,68.6,93.4,6.11,234,2019,0
충북,감귤,여름,관행,Y,5.53,29.6,1.18,27.9,31.7,104.6,6.73,218,2021,0
경기,사과,가을,관행,Y,2.72,9.8,2.38,32.5,62.2,20.5,5.82,226,2023,1
충남,포도,봄,관행,N,1.62,3.5,1.6,33.6,76.3,6.9,5.8,173,2018,1
충남,포도,가을,유기,N,3.26,17.1,1.39,15.0,46.5,71.1,6.21,118,2020,0
강원,고추,봄,관행,N,0.35,34.2,0.52,22.6,41.7,62.1,5.9,195,2019,0
경기,상추,봄,관행,Y,1.79,22.6,0.86,24.0,61.9,50.2,6.03,174,2018,0
충남,토마토,겨울,관행,Y,4.65,42.9,1.16,18.8,59.6,48.0,6.74,252,2021,0
경남,배추,가을,관행,N,1.27,35.7,0.96,29.7,37.2,153.1,6.43,243,2021,0
충남,배추,봄,관행,N,1.31,49.4,0.68,26.9,75.7,53.2,6.15,255,2022,0
경북,포도,봄,유기,Y,4.84,16.1,1.01,22.2,74.5,29.7,4.99,184,2020,2
충북,배추,가을,유기,Y,3.02,26.7,0.75,18.4,63.6,115.2,6.08,105,2022,0
충남,배추,가을,유기,Y,1.7,28.5,1.2,26.4,51.4,24.2,7.14,199,2023,0
경남,상추,가을,관행,N,3.34,44.2,0.65,23.3,70.9,43.0,6.49,160,2020,0
충북,토마토,겨울,관행,N,1.32,35.2,0.9,25.2,72.4,93.6,5.6,263,2019,0
강원,사과,겨울,유기,N,4.95,30.1,0.0,17.0,54.1,51.1,6.43,142,2019,0
전북,배추,봄,유기,Y,0.36,37.7,0.48,25.2,57.0,94.4,7.17,139,2020,0
강원,상추,가을,관행,Y,0.73,10.3,2.17,25.2,81.3,0.1,5.71,145,2023,1
전북,배추,여름,유기,N,1.88,11.2,0.87,14.2,74.8,114.4,6.24,226,2019,0
전남,토마토,가을,관행,Y,4.26,39.7,0.67,25.1,62.0,130.7,6.07,370,2021,0
충남,포도,봄,유기,Y,1.16,54.2,0.76,31.8,65.0,118.3,5.98,184,2020,0
충남,사과,여름,유기,N,0.66,43.2,0.89,22.4,39.3,76.4,4.83,225,2018,0
경기,감귤,가을,유기,Y,0.87,37.2,1.2,19.0,63.0,89.0,5.97,138,2019,0
제주,감귤,봄,유기,N,0.72,23.7,0.79,17.5,66.0,85.7,6.54,147,2021,0
전남,토마토,봄,관행,Y,1.6,42.8,0.86,18.1,62.1,132.3,5.9,222,2023,0
전북,배추,겨울,관행,Y,0.61,30.1,1.24,25.2,73.3,55.1,6.75,206,2020,0
강원,감귤,봄,유기,N,1.45,25.4,0.52,24.1,41.1,89.7,6.17,138,2019,0
제주,포도,겨울,관행,N,2.47,26.8,0.55,27.6,66.1,49.5,5.85,309,2023,0
경기,고추,봄,관행,Y,2.6,11.5,0.84,22.7,77.4,11.4,6.06,219,2022,2
충북,사과,가을,유기,N,0.88,22.4,1.85,32.2,79.5,16.2,6.46,175,2020,2
충남,사과,봄,관행,N,2.81,41.6,0.45,21.4,70.0,91.1,7.0,198,2019,0
경남,토마토,봄,관행,Y,3.99,38.3,0.66,26.8,57.9,127.7,5.99,160,2020,0
전북,포도,여름,유기,N,3.71,46.3,0.99,22.4,47.8,37.9,6.59,185,2020,0
경남,토마토,여름,유기,N,2.71,8.3,1.65,23.1,80.7,43.4,6.95,218,2022,2
충남,토마토,봄,유기,Y,0.97,47.8,0.98,23.9,62.7,92.3,6.34,140,2020,0
충북,감귤,가을,유기,N,2.0,42.9,0.58,22.3,77.9,100.6,6.79,362,2019,0
경북,배추,봄,관행,Y,2.6,7.4,1.83,33.3,85.9,0.5,5.69,151,2018,1
충남,감귤,봄,관행,Y,1.05,0.0,2.78,21.9,61.6,20.7,7.14,375,2023,1
경기,고추,겨울,관행,N,0.31,45.2,0.9,38.4,49.7,117.2,6.6,215,2019,0
경북,고추,봄,관행,Y,0.83,1.5,2.71,29.0,71.2,20.8,6.44,244,2020,1
충남,사과,겨울,관행,Y,1.81,49.1,1.75,26.5,77.4,30.6,5.07,241,2020,0
제주,고추,가을,유기,N,1.33,44.0,1.39,28.5,55.8,81.5,7.07,172,2019,0
전남,배추,봄,관행,N,2.53,0.0,2.39,26.3,64.5,9.2,6.74,176,2018,1
전남,포도,봄,관행,Y,1.45,31.7,0.64,25.7,76.7,114.9,6.09,191,2019,0
경남,토마토,겨울,관행,Y,2.07,43.3,0.05,27.0,61.6,89.3,5.66,86,2018,0
제주,배추,여름,유기,N,2.64,36.0,1.21,26.9,57.2,69.1,7.32,321,2019,0
경기,감귤,봄,관행,Y,0.56,8.3,2.46,32.7,60.1,14.3,6.56,228,2022,1
전북,토마토,여름,관행,N,0.51,40.7,0.09,17.6,48.6,73.2,6.48,165,2019,0
충북,포도,여름,유기,N,1.02,28.2,1.05,22.5,55.5,39.0,6.79,261,2019,0
충북,사과,봄,유기,N,4.38,21.9,1.23,30.9,86.3,67.1,6.36,246,2019,0
전북,상추,여름,관행,N,1.49,13.0,0.84,24.8,73.1,127.1,5.71,143,2023,0
충남,토마토,겨울,관행,N,1.49,31.5,0.95,28.6,70.7,118.7,6.53,196,2020,0
경북,포도,봄,유기,N,2.16,32.9,1.11,17.8,48.5,130.4,6.26,65,2021,0
경북,고추,봄,관행,N,1.93,22.4,1.4,27.3,54.7,66.5,5.94,221,2022,0
충남,배추,봄,유기,Y,2.8,18.6,0.63,11.1,76.6,35.1,6.47,184,2019,0
전남,감귤,겨울,관행,N,1.22,19.7,0.81,28.2,72.4,74.3,6.2,189,2020,0
