Play_Time,Win_Rate,Avg_Score,Missions_Completed,Items_Collected,Purchase_Amount,Guild_Member,Play_Days,Rank_Points,Event_Participation,Game_Level
189.45,0.431,3731,116,326,137.37,N,317,2397,17,1
206.18,0.686,2611,82,724,54.53,Y,245,455,7,1
151.76,0.653,5066,293,913,47.65,N,150,2713,33,2
201.81,0.295,5590,282,771,16.71,N,307,2791,37,2
10.0,0.509,2855,208,539,85.9,Y,344,1774,6,0
100.93,0.825,6166,135,480,15.91,Y,291,1999,28,1
67.98,0.225,5902,20,867,187.12,Y,320,1477,35,1
127.15,0.799,4178,77,857,102.63,N,100,1374,21,1
85.71,0.314,4741,32,396,81.47,Y,156,1133,1,0
110.03,0.555,2075,237,964,89.95,Y,94,1471,27,1
232.93,0.497,4502,31,829,105.79,Y,136,1834,36,1
109.82,0.207,5011,204,847,63.15,Y,269,1752,10,1
144.83,0.841,5253,286,65,70.42,N,248,2692,5,1
106.06,0.518,5568,95,138,276.48,Y,6,1560,10,0
124.54,0.868,5366,206,305,174.34,Y,276,607,32,0
120.36,0.401,4603,264,763,133.15,Y,74,2487,22,1
146.9,0.806,5429,131,87,54.54,N,71,767,0,0
189.92,0.846,6503,137,92,9.88,N,200,1164,23,2
218.84,0.59,4857,64,41,122.12,Y,91,1663,32,0
138.58,0.342,5476,131,200,89.75,Y,351,1750,7,0
155.37,0.68,4721,262,919,69.13,N,57,633,23,1
50.95,0.584,4030,200,723,78.4,Y,59,1052,9,0
114.73,0.861,5784,64,719,27.69,N,278,612,0,1
176.42,0.507,4167,160,299,36.41,Y,108,1873,16,1
171.96,0.388,5579,213,628,174.58,Y,262,2210,30,2
132.7,0.297,5042,27,781,6.69,Y,250,767,26,1
173.18,0.689,4544,230,537,157.42,Y,73,2097,4,1
149.45,0.882,4508,64,857,222.22,N,213,2058,7,1
192.02,0.22,4238,91,573,120.23,Y,198,1105,21,1
137.36,0.718,2531,127,331,115.9,Y,39,310,12,1
98.66,0.849,5574,153,642,36.1,Y,280,857,13,1
140.15,0.252,5347,275,943,41.44,Y,313,1143,17,1
10.0,0.277,6275,70,828,58.53,N,345,2425,30,1
142.97,0.684,4203,80,503,22.06,N,36,1429,23,1
10.0,0.654,7843,116,600,38.64,N,69,896,34,1
16.59,0.248,4430,257,976,89.5,Y,302,1589,4,1
147.11,0.784,3687,289,751,55.51,Y,114,723,18,1
148.65,0.566,3509,139,507,95.69,Y,230,1809,22,1
50.25,0.835,2399,209,288,174.13,N,130,913,30,1
77.27,0.815,7299,275,906,95.12,Y,83,1000,20,1
202.23,0.769,7057,254,976,116.87,Y,229,1725,36,2
90.96,0.561,5901,205,80,15.59,N,78,2550,33,1
254.58,0.376,3656,164,41,171.95,Y,54,2819,27,1
119.88,0.554,7717,295,123,15.1,Y,195,876,15,1
144.48,0.271,4472,75,392,52.2,Y,74,1142,12,0
217.01,0.661,4596,112,168,29.13,N,74,1809,21,1
127.86,0.294,7156,215,883,9.96,N,285,2201,18,2
59.86,0.558,5988,11,915,91.33,Y,195,202,1,0
113.42,0.238,8302,152,188,124.44,N,200,1552,9,1
117.86,0.41,5373,257,830,226.17,Y,56,1208,33,1
38.12,0.362,4404,57,149,101.66,Y,62,346,18,0
104.65,0.634,4082,241,789,38.42,N,145,698,37,1
75.47,0.751,2230,126,371,54.37,N,144,1159,9,0
175.46,0.24,4582,258,49,12.06,N,167,1535,38,1
122.08,0.795,6717,192,433,59.46,N,53,2105,32,0
103.03,0.803,5898,51,824,80.53,Y,328,1713,14,1
113.63,0.44,5030,221,934,120.58,Y,135,2069,24,1
133.39,0.661,3508,21,129,145.22,Y,298,1516,39,1
157.01,0.482,5340,76,837,117.66,Y,149,1077,25,1
60.02,0.308,6519,267,300,34.64,Y,174,1390,37,1
57.5,0.57,5646,263,469,25.71,Y,45,1917,4,0
186.28,0.26,5250,18,117,137.76,Y,248,2120,6,1
95.26,0.815,3805,116,973,9.5,N,26,1411,0,0
34.99,0.847,6301,32,792,302.31,Y,274,943,13,1
146.63,0.775,500,84,645,41.86,Y,322,1701,31,1
147.8,0.594,5574,290,729,188.91,N,135,1787,38,1
28.16,0.59,8855,62,874,49.11,N,324,2240,21,1
133.77,0.889,2737,194,151,126.62,Y,256,1093,16,1
164.13,0.374,4638,242,253,26.68,N,5,1099,37,1
142.46,0.253,4988,264,46,84.42,N,78,1954,23,0
157.92,0.593,4306,109,494,13.09,N,235,1256,21,1
35.74,0.43,6555,210,499,105.83,Y,257,1230,3,1
139.86,0.426,5709,147,39,26.2,Y,38,2252,8,0
101.84,0.205,5228,36,664,30.6,N,251,677,27,1
91.03,0.617,6196,70,18,56.89,Y,296,2734,27,1
172.23,0.385,5025,225,794,67.27,N,38,1132,19,1
208.76,0.332,9770,207,708,120.72,N,321,2020,28,2
227.66,0.228,5227,158,816,111.92,N,196,1435,27,1
198.89,0.455,5293,235,127,91.5,N,226,1663,2,1
113.42,0.815,2434,208,871,157.07,N,23,1342,33,1
141.16,0.436,4185,105,552,109.59,N,225,2014,27,1
166.01,0.675,6721,91,864,115.59,N,168,1292,8,1
127.27,0.73,2997,283,699,30.33,Y,138,1156,8,1
127.85,0.43,1764,291,659,165.75,N,285,2588,38,1
169.43,0.775,5048,14,41,151.52,N,94,1518,10,0
116.44,0.684,7056,238,695,94.97,N,26,1095,1,1
76.24,0.591,5064,44,454,147.6,Y,184,606,1,0
95.13,0.201,4496,259,850,79.33,Y,272,2619,9,1
158.03,0.225,2212,178,687,234.05,N,53,1169,25,1
120.18,0.894,5678,207,83,88.31,Y,359,2737,18,1
140.41,0.748,5992,211,890,77.18,N,247,1739,29,1
160.2,0.856,2327,183,72,110.19,Y,341,1586,9,1
97.51,0.832,6702,78,306,267.78,Y,174,1602,9,1
165.37,0.214,6149,243,224,50.5,Y,49,2830,16,1
142.73,0.754,6698,168,974,104.83,N,68,200,31,1
45.91,0.516,5875,165,161,53.86,Y,185,1629,20,1
206.54,0.753,5981,98,846,77.1,N,216,1341,30,1
89.96,0.205,5781,7,229,38.26,N,269,1372,3,0
20.69,0.402,6303,168,654,113.33,N,291,1590,16,1
57.3,0.726,2272,106,99,82.69,Y,279,1340,17,1
58.74,0.755,2748,199,398,145.37,Y,216,1613,2,1
123.13,0.634,3896,112,626,174.82,N,11,1486,12,1
103.57,0.411,4805,291,713,193.69,Y,195,712,11,1
99.79,0.417,5582,205,873,55.71,Y,299,1729,18,1
157.18,0.877,5487,139,818,110.35,N,310,1930,6,2
140.39,0.507,6676,213,523,202.4,Y,305,1175,10,1
138.96,0.513,6723,196,310,37.99,Y,8,2621,38,1
144.59,0.587,3691,188,268,89.78,N,161,2301,5,1
156.97,0.487,5358,175,992,40.41,Y,227,2006,32,0
10.0,0.587,3728,279,612,265.36,Y,94,1999,21,1
98.13,0.503,4718,98,909,200.8,Y,152,1518,3,0
10.0,0.779,5483,132,439,124.7,N,40,2185,16,1
122.16,0.836,500,79,490,123.26,N,74,2442,20,0
119.72,0.852,8617,173,827,44.04,N,7,1985,11,1
182.73,0.595,5850,296,725,217.4,N,357,1158,10,1
191.26,0.51,4106,184,208,64.7,Y,314,1476,28,1
132.17,0.694,7891,66,528,48.04,N,150,1844,1,1
89.98,0.787,4479,276,221,181.54,Y,6,2003,37,1
149.11,0.594,5199,238,763,59.68,N,125,1454,12,1
88.32,0.69,4269,134,39,49.83,N,161,1160,15,1
119.92,0.725,7478,48,828,151.43,Y,65,2451,5,1
179.17,0.673,4843,123,929,28.02,N,243,857,35,2
86.53,0.722,5224,242,32,125.82,N,364,935,8,1
168.34,0.346,6806,175,634,90.58,Y,308,704,32,2
160.64,0.549,5878,59,88,142.54,N,313,934,13,1
62.71,0.612,4918,51,366,115.89,N,304,2248,1,1
178.43,0.202,6666,290,343,380.78,Y,30,2268,16,1
161.91,0.799,8808,136,524,97.18,Y,203,1456,20,2
126.12,0.627,5476,207,918,59.53,N,208,1798,18,1
74.26,0.29,5175,111,466,83.05,Y,41,1494,39,0
68.45,0.771,5256,31,404,114.97,Y,58,785,20,1
87.74,0.702,6966,126,101,255.39,N,208,2831,31,2
152.56,0.731,4101,209,888,131.77,N,262,2325,14,2
62.66,0.474,4583,103,321,41.93,Y,80,1713,5,0
146.25,0.798,2694,183,467,741.12,Y,179,986,19,1
45.49,0.49,3224,134,101,169.79,N,32,1365,22,0
107.76,0.599,4223,104,295,39.73,Y,44,1085,16,0
126.58,0.2,4916,80,557,30.55,N,213,1559,30,1
266.71,0.651,7654,81,901,25.2,N,205,1686,38,2
37.36,0.703,5804,80,335,79.68,Y,275,1295,3,0
208.32,0.597,3632,217,565,82.34,N,332,627,2,1
128.99,0.548,3908,104,876,47.1,N,73,2779,10,0
144.67,0.767,7062,223,366,21.56,N,127,1643,23,1
127.1,0.677,6690,96,301,31.21,Y,313,1774,1,1
146.68,0.395,5042,101,53,133.69,Y,23,1247,7,0
110.78,0.871,4336,277,908,65.61,N,303,563,16,1
207.24,0.695,6687,263,119,34.7,N,345,1450,15,2
92.61,0.892,3510,123,223,90.33,N,40,1306,33,1
187.93,0.88,5588,84,147,103.9,Y,56,1926,21,1
81.34,0.843,8409,216,710,112.53,Y,251,2044,34,2
116.38,0.729,5308,25,371,87.72,Y,176,1959,30,1
55.68,0.627,3837,139,707,77.55,N,360,2093,16,2
147.3,0.321,5616,181,611,192.08,N,201,2582,39,1
206.71,0.58,4295,204,24,32.47,N,240,1734,33,1
115.36,0.736,2909,36,314,69.63,Y,90,2160,19,1
108.19,0.565,6052,5,14,11.58,N,121,1796,34,0
53.12,0.808,6677,86,74,62.38,Y,68,360,10,0
106.24,0.277,4534,40,478,95.29,Y,57,1407,8,0
24.43,0.467,4434,154,272,150.37,N,45,979,31,0
65.23,0.554,3558,276,98,12.05,Y,326,1639,31,1
133.61,0.503,4775,89,414,93.14,N,30,1025,8,0
199.14,0.276,4156,138,457,281.19,N,190,1863,30,1
288.55,0.307,3483,68,992,118.81,Y,187,2089,20,1
84.8,0.786,7838,17,664,26.92,Y,25,2222,22,1
206.12,0.539,5700,212,399,62.48,Y,308,2472,33,1
134.63,0.234,5859,80,478,121.66,N,185,494,6,0
110.93,0.212,6325,166,98,49.05,Y,50,781,16,0
145.96,0.531,6157,206,392,101.5,Y,51,3257,11,1
123.71,0.315,4380,252,585,97.06,Y,257,2106,22,1
126.62,0.694,5409,59,30,78.76,N,228,1635,6,0
95.5,0.757,4596,176,920,24.1,Y,153,1519,4,1
36.11,0.36,5658,273,519,44.52,Y,150,1466,27,1
27.38,0.615,5513,147,788,300.36,Y,17,340,2,1
159.19,0.308,4426,16,282,59.11,Y,16,1037,16,0
103.4,0.413,3006,82,837,65.25,Y,197,1433,39,1
84.23,0.822,5219,239,373,64.96,Y,135,1070,39,1
120.51,0.581,4694,238,928,147.75,N,95,1149,7,0
167.7,0.82,2164,97,526,67.93,Y,141,3035,37,1
130.82,0.358,5761,63,640,80.18,Y,222,1349,13,1
80.64,0.431,6448,91,211,93.19,N,110,1667,7,0
193.58,0.53,8793,76,994,159.59,Y,130,1646,20,2
214.75,0.536,4413,223,200,80.47,Y,106,1854,19,1
149.67,0.898,4192,253,42,87.42,Y,244,1214,14,1
178.42,0.28,3336,18,445,51.14,Y,24,2248,17,1
194.52,0.796,5313,223,836,103.27,Y,335,1766,3,1
187.81,0.805,5303,226,921,125.97,N,204,728,10,1
156.85,0.587,3783,185,858,132.31,Y,93,1435,7,1
155.9,0.441,4738,262,557,269.88,N,278,1397,37,1
151.18,0.563,2032,16,917,41.74,N,343,1369,19,1
54.16,0.405,6390,211,497,83.1,Y,25,1806,21,1
162.04,0.759,3844,42,483,68.29,N,78,1881,17,1
38.65,0.549,4948,269,188,237.84,Y,56,1810,35,0
72.32,0.848,2860,152,789,135.96,Y,30,1703,31,1
198.21,0.636,4126,31,322,17.32,N,270,1551,27,1
170.41,0.56,4581,225,203,47.46,Y,74,209,12,1
209.24,0.698,4983,226,375,61.82,N,143,1967,12,1
103.7,0.553,5720,141,607,20.21,N,298,1793,37,1
50.87,0.833,7159,96,277,88.01,Y,225,909,37,1
105.57,0.329,6099,10,365,53.08,Y,248,1668,11,0
126.12,0.881,6443,272,336,277.81,N,40,1889,13,1
124.74,0.769,7169,59,600,102.65,Y,354,2203,13,2
188.02,0.803,5855,253,716,59.83,Y,34,1806,31,1
98.32,0.538,4945,178,678,34.52,Y,260,1693,37,1
141.12,0.786,6514,207,149,77.64,Y,235,2068,35,2
60.68,0.415,6610,209,353,224.15,N,153,1316,33,1
147.02,0.733,5973,258,652,68.92,Y,306,1747,13,1
120.19,0.298,2818,14,224,78.18,Y,326,1127,12,0
75.01,0.415,3738,297,78,175.14,N,30,2166,35,1
105.85,0.512,4588,17,328,100.45,N,349,534,15,0
108.95,0.426,6169,299,681,145.66,N,91,1990,8,0
103.79,0.471,4968,82,667,108.06,N,289,1511,33,1
226.28,0.774,6705,254,138,103.65,Y,300,2079,19,2
114.09,0.38,6973,29,680,16.29,Y,205,1032,3,1
105.37,0.722,6799,140,202,30.12,N,315,1554,35,1
10.0,0.252,6808,164,743,92.59,Y,302,1536,11,1
66.35,0.736,3445,286,570,37.54,N,193,1760,12,1
104.22,0.754,5724,41,135,77.7,Y,69,871,21,0
78.85,0.481,4089,15,356,27.5,N,161,1882,10,0
202.9,0.706,2526,196,820,176.13,N,329,392,33,2
110.1,0.841,4569,19,438,41.74,N,77,1099,27,2
197.31,0.76,6987,234,691,34.42,Y,364,562,22,2
123.7,0.473,5691,16,750,21.72,N,70,1997,8,0
122.23,0.539,8027,291,40,131.25,N,244,1740,19,1
114.67,0.746,5266,162,932,77.62,N,235,1774,10,1
120.23,0.405,8672,284,342,171.68,N,75,2384,38,1
223.13,0.763,5266,42,795,51.44,Y,175,1310,31,1
10.0,0.43,5034,85,472,29.36,Y,56,1866,4,0
10.0,0.764,3081,139,581,74.91,Y,136,1540,21,1
87.41,0.261,6666,13,367,195.66,N,350,1448,31,1
120.87,0.231,4247,35,854,15.84,N,24,2284,20,1
161.41,0.898,4029,102,126,98.76,Y,318,2749,5,1
148.39,0.809,6922,222,897,106.33,N,248,1241,5,1
96.95,0.818,6737,214,215,217.89,Y,274,2000,29,1
181.14,0.866,6698,30,884,39.03,N,106,1691,20,1
181.81,0.507,4457,22,34,14.65,Y,346,1699,21,1
131.04,0.401,4924,198,23,55.9,Y,96,1648,10,0
177.76,0.291,4910,111,102,144.2,Y,186,1300,10,0
136.36,0.551,6174,238,552,81.58,N,18,200,16,1
86.31,0.354,7330,92,273,114.68,N,324,2421,21,1
161.87,0.855,5552,112,601,31.18,Y,258,1083,18,1
126.64,0.203,7962,69,821,65.63,Y,63,1355,35,1
120.08,0.3,6346,83,36,83.94,N,243,1368,7,0
208.38,0.373,4648,213,531,18.57,Y,70,1030,18,1
10.0,0.339,6243,144,741,83.55,N,164,1644,9,1
34.94,0.358,7559,199,430,60.73,Y,189,1473,0,1
48.78,0.659,7997,28,925,431.85,N,340,1070,16,1
98.2,0.429,6780,162,665,79.04,N,124,1590,2,1
104.72,0.631,5039,140,44,226.03,Y,9,1480,14,1
29.56,0.823,4675,273,546,114.06,N,160,2057,25,2
60.89,0.622,5864,129,390,71.7,Y,338,696,15,1
68.35,0.686,7511,35,140,203.57,N,292,1017,27,0
267.45,0.456,5651,210,950,26.93,N,26,1935,11,1
228.1,0.312,5682,49,230,54.84,Y,24,1116,16,0
95.3,0.424,5077,273,92,150.3,N,277,958,35,1
98.19,0.875,4508,118,230,6.76,Y,264,1146,9,0
51.05,0.635,4757,236,824,77.01,N,205,1439,20,1
10.0,0.394,5203,198,603,76.49,N,36,1442,28,1
112.99,0.516,7577,142,821,96.36,N,105,1374,14,1
60.13,0.785,4640,177,467,66.21,Y,310,883,12,1
114.91,0.668,5079,58,125,146.01,N,55,1964,27,0
23.99,0.592,3702,26,393,40.83,Y,77,2296,2,0
74.28,0.82,6075,231,207,160.61,Y,167,354,10,1
128.92,0.671,7050,287,561,30.3,N,269,568,16,2
141.97,0.65,7437,259,276,102.13,Y,303,2102,8,1
145.05,0.333,5305,94,970,187.2,Y,218,2442,21,1
40.77,0.274,5862,110,383,37.67,Y,182,222,24,0
171.28,0.876,4770,110,321,46.43,N,143,1989,38,2
71.99,0.619,5792,212,984,164.56,N,20,2483,24,1
157.97,0.491,5471,188,524,91.39,Y,101,983,23,1
119.36,0.612,5087,239,178,14.86,Y,82,2448,29,1
37.42,0.243,5207,283,485,94.09,N,25,1393,8,0
101.03,0.775,5678,120,262,128.87,Y,273,1689,18,1
141.92,0.352,4559,200,719,169.32,N,132,1068,33,1
156.78,0.763,4636,152,577,100.33,N,188,2101,7,2
111.54,0.574,7561,286,732,116.83,N,77,2001,11,1
211.91,0.394,9066,109,940,241.34,Y,217,2535,8,1
180.45,0.221,3193,60,731,153.43,N,53,2364,38,1
104.6,0.771,3111,116,347,64.25,N,248,1495,14,1
165.01,0.324,3564,187,209,71.18,Y,270,3365,13,1
236.03,0.236,4845,286,534,181.96,N,117,2310,32,1
237.63,0.729,6344,249,454,98.8,Y,81,1824,36,1
46.32,0.445,5887,10,319,88.1,N,285,902,0,0
64.41,0.473,5258,155,813,62.61,N,85,582,35,1
209.1,0.373,5793,51,910,177.19,Y,69,633,28,1
56.5,0.801,3962,111,387,39.71,Y,127,940,34,0
40.65,0.408,4634,283,684,54.95,Y,352,2326,3,1
90.83,0.347,4970,295,984,176.81,Y,171,1792,1,1
145.21,0.416,2624,50,21,175.32,N,99,1132,13,0
113.86,0.342,3258,46,371,341.73,Y,189,1418,33,0
80.97,0.422,3318,210,740,77.23,N,130,1345,19,1
79.55,0.258,6146,126,502,63.41,Y,244,1980,28,1
77.26,0.311,5368,132,793,68.75,N,162,973,9,1
67.23,0.492,5917,262,479,17.02,N,216,1710,13,1
256.9,0.816,2241,276,73,8.45,N,162,1680,35,1
137.85,0.24,2775,270,439,100.07,N,178,991,19,1
173.21,0.349,5995,235,410,59.52,N,165,2453,31,2
90.66,0.836,832,294,847,42.28,N,146,1323,25,1
108.84,0.823,6837,217,155,87.14,N,351,904,7,1
77.19,0.676,2265,266,163,101.84,Y,100,2012,37,1
10.0,0.368,6265,164,150,73.06,Y,294,1533,37,1
37.32,0.494,3667,20,571,74.58,Y,260,1745,31,1
11.36,0.348,6573,245,995,58.93,N,195,789,18,1
10.0,0.29,9812,279,622,135.91,N,119,1987,17,1
48.28,0.466,1590,97,818,51.79,N,179,2803,11,1
199.5,0.603,6043,131,852,34.55,N,310,742,25,2
117.33,0.452,2288,173,604,56.88,Y,70,1713,12,0
197.43,0.628,5640,197,613,96.71,N,216,1029,7,1
144.66,0.407,4690,204,250,141.81,Y,280,3114,2,1
166.95,0.442,5195,121,960,273.5,Y,233,2244,16,2
65.95,0.753,3632,257,789,87.47,N,56,1669,32,1
151.44,0.815,6171,245,873,227.98,Y,188,763,31,2
163.72,0.425,2827,282,983,48.1,N,70,908,33,1
85.4,0.6,6862,174,355,40.97,N,339,1948,24,1
153.57,0.395,4386,27,152,113.0,N,131,683,34,0
153.97,0.237,2896,254,861,125.45,Y,156,701,31,1
87.03,0.717,7392,28,478,94.3,Y,313,1505,32,1
52.63,0.32,4899,62,958,438.27,Y,158,1580,20,1
48.95,0.498,7861,89,697,50.46,Y,74,1728,3,0
125.19,0.541,6832,59,264,199.19,Y,326,1236,15,1
139.62,0.329,3803,218,361,41.98,Y,238,2052,33,1
72.45,0.266,4873,134,614,132.7,N,222,983,29,2
121.6,0.444,5182,69,400,84.61,N,32,1876,0,0
154.23,0.867,7289,6,288,99.23,N,166,1628,3,1
157.09,0.631,5656,68,217,113.88,Y,170,1860,26,1
213.11,0.467,5264,209,653,87.03,N,99,2209,39,1
196.62,0.227,4700,239,44,74.36,Y,208,1227,29,1
59.92,0.62,4924,92,102,13.03,Y,93,1103,37,2
221.02,0.265,6957,26,52,157.77,Y,174,487,2,1
88.14,0.58,5006,169,736,25.44,N,293,289,35,1
182.69,0.726,4408,235,39,60.11,N,269,1394,5,1
124.08,0.497,4153,25,425,104.65,Y,105,1435,35,0
95.27,0.41,4169,239,130,30.35,N,79,848,38,0
11.54,0.233,2897,55,591,74.3,N,7,977,20,0
109.71,0.217,3874,81,44,145.4,Y,129,2414,21,0
26.44,0.501,7248,188,35,58.96,N,12,2026,19,1
178.04,0.818,4690,20,416,75.29,Y,51,743,22,1
211.01,0.371,6057,95,698,36.44,Y,357,1235,32,1
72.19,0.602,1282,45,118,64.89,N,313,1744,11,1
138.12,0.679,5852,68,501,26.16,Y,206,1124,11,1
76.48,0.243,4758,233,812,95.66,N,283,1015,38,1
82.29,0.307,4278,72,628,20.34,Y,181,1297,33,2
166.47,0.432,5271,17,752,48.84,N,221,2154,21,1
117.69,0.669,4256,68,322,85.18,N,335,2209,8,1
224.38,0.507,1814,30,942,70.41,N,33,1059,38,1
91.07,0.714,6383,188,154,108.97,N,131,1776,35,1
179.96,0.807,5365,291,609,75.48,N,47,1496,13,1
125.84,0.731,4529,54,441,12.97,Y,291,895,21,1
167.75,0.895,3551,220,41,29.86,Y,301,1322,16,1
93.17,0.728,2795,111,944,82.09,N,264,741,33,1
117.03,0.797,5336,26,705,172.91,Y,224,2198,27,1
113.07,0.783,7420,207,235,152.12,Y,176,2431,19,2
69.84,0.711,5305,66,61,430.67,N,13,1254,38,0
159.72,0.761,2926,156,679,53.7,Y,283,1111,24,2
159.01,0.854,5338,154,549,141.98,Y,326,2133,19,2
155.61,0.533,4920,181,59,134.97,N,352,2230,37,1
212.22,0.647,6296,44,986,233.78,N,128,831,17,2
206.96,0.56,5910,79,720,192.4,N,77,1411,16,1
97.5,0.796,521,222,468,101.02,Y,240,1465,15,1
142.38,0.502,5818,280,246,125.99,Y,11,1038,8,0
82.58,0.774,3495,8,278,109.27,N,26,1732,11,0
121.4,0.76,2867,127,457,79.71,Y,300,1080,3,1
84.02,0.873,4717,265,66,119.57,N,349,1176,29,1
217.2,0.374,5616,89,374,93.43,Y,150,1439,23,0
141.82,0.697,2539,137,225,90.47,Y,187,607,37,1
106.92,0.73,6057,271,121,241.14,Y,200,266,24,1
191.62,0.855,6145,290,134,102.47,Y,54,2051,3,1
10.0,0.835,5070,198,352,87.49,Y,85,1056,24,1
10.0,0.601,3699,209,388,72.11,N,112,2781,7,1
167.75,0.605,3531,186,356,67.26,N,308,2683,1,1
123.63,0.317,6539,88,693,29.01,Y,162,1196,26,1
135.03,0.882,2733,266,526,79.77,N,264,2903,1,1
40.42,0.379,6597,15,200,179.02,Y,75,2063,16,1
118.61,0.707,4752,22,972,52.39,Y,348,1113,35,1
240.21,0.757,4856,182,732,7.27,N,323,200,10,1
169.45,0.509,2438,252,475,116.33,N,176,1913,27,1
130.18,0.348,4780,245,58,96.06,N,86,1519,15,0
93.66,0.332,5920,204,915,238.27,Y,356,1759,4,1
96.33,0.8,2995,116,747,47.66,Y,295,1363,7,2
10.0,0.558,5748,111,466,25.82,N,188,814,2,0
135.46,0.263,5134,130,170,69.17,N,101,1244,6,0
170.73,0.702,4034,80,116,60.71,N,228,1924,6,1
25.46,0.375,6282,128,296,16.76,N,138,1287,35,1
80.31,0.813,1697,35,237,88.11,Y,247,1284,32,1
50.55,0.417,5520,99,217,56.65,N,304,588,14,0
62.08,0.34,7429,282,413,209.18,N,181,1555,28,1
123.21,0.259,7160,213,56,89.2,Y,22,833,8,0
10.0,0.558,5585,46,332,42.6,Y,207,2051,25,1
156.86,0.516,4547,89,872,80.9,N,314,1060,8,1
165.23,0.726,4046,81,867,94.69,Y,85,1323,25,1
104.93,0.525,4546,88,18,124.54,N,350,2798,14,1
10.0,0.441,5816,208,681,83.98,N,135,1316,34,0
60.21,0.383,3789,269,991,302.23,Y,251,1236,33,1
193.97,0.395,6136,214,582,28.11,Y,257,1851,13,1
10.0,0.849,8200,149,396,55.88,N,70,429,1,1
99.15,0.316,4907,52,496,42.77,Y,19,2250,12,1
49.2,0.892,2983,47,221,63.01,N,346,2096,11,1
168.27,0.429,2983,245,403,103.34,Y,257,1815,17,1
79.49,0.262,6165,204,937,98.09,N,232,200,22,1
144.24,0.374,4910,155,616,122.4,Y,114,1344,39,1
153.93,0.241,6315,175,436,88.8,Y,43,736,2,1
230.17,0.753,4200,255,133,92.84,N,102,2174,22,1
107.82,0.559,6246,245,907,90.15,Y,202,2132,6,1
142.56,0.436,4763,30,170,58.27,Y,254,1733,21,0
30.9,0.663,3901,121,724,54.77,Y,119,778,25,1
191.42,0.641,4399,17,310,42.01,N,82,2397,32,1
74.37,0.858,3204,118,285,127.02,N,94,1343,22,0
86.35,0.873,7984,192,179,9.3,Y,351,2583,7,1
118.67,0.676,4855,66,381,91.33,Y,231,1659,36,1
26.23,0.772,5967,49,680,143.88,Y,361,1804,16,1
133.73,0.755,4195,149,422,170.67,N,7,1224,19,1
178.05,0.544,3422,159,34,5.92,Y,169,2344,25,1
137.58,0.693,4649,215,271,59.77,N,169,1865,10,1
24.67,0.255,6652,9,168,44.21,Y,149,2366,39,1
112.57,0.731,4219,78,407,55.77,N,145,1607,1,0
164.52,0.873,3694,235,903,195.37,N,33,1472,6,1
10.0,0.259,5233,206,963,44.45,Y,16,1857,39,1
55.51,0.785,5749,270,997,143.64,N,285,2366,18,2
172.59,0.853,7464,245,121,92.28,Y,163,2110,35,2
136.21,0.358,5531,252,492,53.81,N,63,1583,36,1
144.72,0.567,5966,155,55,49.36,Y,130,386,39,0
231.57,0.85,6079,287,500,99.46,Y,340,1986,29,2
148.11,0.872,3270,127,580,77.6,Y,173,637,27,1
159.47,0.29,3555,271,775,15.49,Y,361,1521,24,1
282.64,0.444,3374,120,343,35.79,N,63,1431,27,0
107.17,0.689,3002,135,45,101.34,N,49,649,10,2
72.13,0.355,6193,207,459,26.88,Y,207,1724,32,1
145.67,0.427,5435,122,432,157.95,Y,250,2793,7,1
146.34,0.216,5119,48,627,19.79,N,358,1312,19,1
88.4,0.307,1111,269,108,66.26,Y,172,1960,14,1
58.06,0.594,8083,138,617,129.78,Y,77,2913,30,1
258.59,0.657,3659,278,406,33.25,N,199,2018,10,2
139.61,0.654,8078,122,741,25.13,Y,115,1113,8,1
76.06,0.745,2826,291,983,113.66,Y,69,1642,32,1
174.96,0.491,3781,182,235,146.81,Y,36,1788,19,1
113.45,0.391,1696,231,756,70.06,Y,265,2360,28,1
104.83,0.211,5543,227,136,58.45,N,236,2228,35,1
153.74,0.345,3348,64,985,18.99,N,64,200,33,1
42.49,0.419,3390,245,486,86.18,N,206,986,15,1
141.16,0.325,2941,283,748,12.87,Y,323,1458,6,0
234.78,0.214,6166,200,779,197.2,N,299,891,38,1
147.97,0.31,6067,284,612,72.76,N,168,200,12,1
97.43,0.666,7718,254,390,36.47,N,25,1065,30,1
89.57,0.641,3971,201,756,48.96,N,233,1498,30,0
95.38,0.855,5328,145,481,91.19,N,190,1185,17,1
104.76,0.759,3066,257,662,56.05,N,336,902,6,1
97.33,0.597,4497,59,617,80.26,N,204,1525,18,1
174.98,0.296,4222,170,469,31.87,N,270,1706,5,1
16.01,0.595,5697,245,125,172.98,Y,195,1219,14,1
171.72,0.243,6526,283,299,49.84,N,199,2323,15,2
97.22,0.502,6487,83,938,8.68,N,119,1535,20,0
142.62,0.473,3736,32,524,60.07,Y,149,977,7,0
52.38,0.499,6498,103,639,43.6,Y,111,825,33,0
199.72,0.396,4934,259,265,165.21,Y,171,1372,3,1
194.74,0.68,4513,159,708,36.63,N,347,2168,39,2
177.58,0.789,3937,21,491,55.41,Y,128,1006,12,1
29.11,0.738,4160,40,226,93.08,Y,171,1858,19,1
169.75,0.639,7613,105,154,122.96,Y,345,1557,35,1
144.29,0.577,5461,106,401,206.01,Y,59,2696,26,1
23.68,0.222,5262,44,569,39.39,N,96,1734,2,2
