order_date,category,price
2020-10-04,Tea,13.69
2022-05-16,Snacks,20.57
2023-03-19,Pizza,20.65
2023-12-17,Snacks,34.84
2023-04-29,Pizza,46.49
2020-07-24,Cold Drinks,25.29
2020-12-30,Snacks,9.17
2021-10-11,Pizza,38.56
2021-04-10,Pizza,33.94
2022-09-09,Snacks,27.92
2021-05-11,Cake,15.34
2024-08-18,Tea,47.77
2024-06-19,Coffee,32.24
2020-01-22,Snacks,31.66
2020-03-15,Pizza,8
2020-06-17,Cold Drinks,28.22
2023-03-04,Snacks,45.45
2025-02-19,Cake,7.47
2022-06-07,Merchandise,28.29
2022-05-10,Merchandise,7.62
2021-10-06,Snacks,27.53
2021-03-22,Merchandise,7.88
2024-04-24,Merchandise,21.08
2021-05-21,Cake,34.26
2024-04-20,Cake,26.5
2024-09-20,Cold Drinks,6.32
2020-07-04,Coffee,40.61
2025-03-09,Coffee,15.09
2022-11-28,Pizza,29.33
2024-07-07,Tea,14.09
2022-12-01,Cold Drinks,41.03
2021-07-19,Merchandise,31.31
2020-02-28,Cake,23.01
2023-04-28,Cold Drinks,5.16
2020-07-14,Cake,37.78
2023-01-20,Tea,17.68
2021-07-22,Coffee,28.6
2021-09-15,Pizza,19.47
2024-03-18,Snacks,27.13
2020-07-01,Cold Drinks,13.6
2023-08-02,Snacks,34.45
2023-08-14,Merchandise,43.02
2021-03-19,Merchandise,17.22
2023-05-02,Tea,42.38
2020-06-11,Merchandise,36.47
2021-10-31,Cold Drinks,7.86
2023-04-22,Snacks,48.9
2025-03-26,Snacks,21.57
2021-06-03,Cold Drinks,15.81
2023-07-18,Cold Drinks,43.02
2020-02-18,Pizza,19.49
2021-04-25,Coffee,31.68
2022-08-12,Coffee,30.86
2020-12-27,Merchandise,42.08
2021-03-22,Coffee,21.36
2020-09-13,Cake,29.7
2021-02-17,Cake,11.37
2021-08-02,Cold Drinks,22.81
2024-12-24,Snacks,15.99
2023-09-17,Cake,22.53
2025-03-02,Cake,34.68
2025-01-21,Merchandise,10.51
2025-04-07,Coffee,46.36
2021-01-05,Cold Drinks,36.33
2023-08-20,Cold Drinks,44.63
2020-02-25,Coffee,26.22
2022-01-28,Snacks,28.3
2021-04-13,Pizza,32.44
2021-01-31,Tea,20.99
2024-11-17,Tea,41.3
2020-08-18,Coffee,26.78
2025-02-20,Cold Drinks,12.25
2022-09-20,Tea,23.37
2020-10-27,Tea,36.29
2022-05-15,Merchandise,34.32
2020-04-26,Pizza,34.7
2023-05-15,Cake,36.09
2024-04-20,Cake,5.77
2024-05-21,Cold Drinks,25.13
2022-06-23,Merchandise,41.32
2022-04-14,Coffee,27.43
2021-10-22,Coffee,27.36
2025-04-10,Cake,12.97
2024-04-20,Tea,14.68
2021-12-15,Snacks,24.55
2020-06-16,Merchandise,5.25
2022-11-22,Merchandise,5.71
2024-05-12,Pizza,14.02
2023-05-29,Pizza,24.25
2022-11-14,Coffee,48.58
2021-11-21,Tea,41.67
2020-09-02,Pizza,49.93
2021-10-23,Cake,22.16
2021-07-28,Pizza,46.56
2024-07-21,Cake,10.76
2020-10-27,Cake,48.49
2020-08-10,Cake,19.84
2022-01-07,Cake,48.77
2024-03-25,Pizza,18.43
2024-07-16,Tea,5.37
2021-07-16,Coffee,21.65
2020-06-04,Pizza,37.44
2023-09-26,Merchandise,28.16
2020-04-03,Snacks,32.72
2024-09-09,Merchandise,47.95
2020-01-09,Coffee,10.37
2022-01-27,Pizza,20.26
2023-01-09,Coffee,41.44
2024-04-22,Pizza,6.94
2024-04-02,Tea,8.29
2024-09-24,Pizza,34.35
2024-10-14,Cold Drinks,44.01
2023-10-03,Cake,36.56
2022-07-20,Cake,34.38
2024-03-20,Cold Drinks,11.48
2023-05-17,Pizza,47.79
2024-07-11,Merchandise,21.05
2024-06-15,Cake,43.71
2022-07-25,Cold Drinks,14.1
2024-06-26,Cold Drinks,13.85
2023-06-10,Cake,27.94
2021-10-13,Tea,6.48
2025-02-21,Merchandise,37.44
2020-01-14,Coffee,37.8
2021-02-20,Pizza,8.76
2022-06-04,Snacks,32.54
2023-02-25,Pizza,36.08
2024-10-17,Merchandise,30.37
2023-07-17,Coffee,28.61
2022-11-29,Cold Drinks,44.13
2023-06-05,Cold Drinks,6.08
2023-04-17,Cold Drinks,26.41
2023-09-24,Tea,14.54
2022-05-16,Tea,31.49
2020-09-25,Cake,25.07
2021-08-18,Pizza,18.96
2020-07-30,Merchandise,25.37
2023-11-20,Pizza,25.4
2022-05-26,Cake,36.69
2023-04-04,Cake,42.3
2023-03-03,Pizza,17.52
2021-02-19,Snacks,31.07
2023-07-28,Cold Drinks,5.13
2024-01-09,Tea,17.7
2022-12-19,Cake,30.02
2022-07-25,Snacks,47.22
2023-08-10,Pizza,18.91
2022-07-05,Pizza,38.18
2022-02-06,Cake,24.22
2021-08-14,Cold Drinks,35.47
2020-07-20,Cake,33.17
2024-03-28,Cake,45.55
2024-10-24,Merchandise,12.46
2023-06-09,Cake,26.85
2020-10-29,Pizza,26.59
2020-08-18,Coffee,22.66
2020-06-04,Cake,30.97
2025-04-10,Cold Drinks,33.6
2025-02-04,Cold Drinks,18.32
2023-10-24,Snacks,14.96
2020-10-01,Cold Drinks,8.53
2023-11-20,Tea,48.53
2024-02-06,Cake,10.51
2021-03-19,Merchandise,40.71
2024-02-14,Merchandise,31.43
2025-03-06,Pizza,27.16
2023-05-19,Tea,24.3
2022-11-15,Coffee,34.3
2021-07-11,Pizza,23.13
2022-08-29,Cake,44.03
2024-04-10,Coffee,8.5
2022-12-01,Pizza,12.14
2021-03-05,Coffee,48.16
2025-03-27,Merchandise,25.32
2020-04-14,Tea,40.77
2022-07-08,Merchandise,28.23
2023-12-24,Cake,38.8
2022-07-31,Snacks,21.14
2023-06-17,Cake,35.02
2022-06-10,Cake,37.47
2020-10-25,Cake,13.19
2024-05-06,Cold Drinks,18.05
2023-07-24,Cold Drinks,37.86
2022-08-23,Pizza,48.15
2020-02-05,Pizza,46.43
2020-08-18,Cold Drinks,13.77
2023-06-12,Snacks,18.28
2020-05-11,Cold Drinks,32.18
2024-01-01,Snacks,5.51
2022-08-31,Snacks,7.53
2021-11-03,Merchandise,45.28
2023-09-24,Pizza,17.93
2020-03-05,Pizza,9.28
2023-08-26,Pizza,32.99
2021-10-16,Snacks,22.13
2023-11-20,Cold Drinks,7.73
2024-05-11,Cold Drinks,49.95
2025-03-29,Snacks,22.96
2024-10-21,Snacks,19.98
2024-07-27,Coffee,18.29
2023-01-31,Cold Drinks,11.65
2022-03-18,Coffee,47.73
2023-11-14,Merchandise,34.78
2020-10-10,Merchandise,28.99
2023-11-28,Cake,10.19
2024-12-11,Cold Drinks,43.61
2023-07-12,Tea,7.83
2024-05-25,Pizza,23.84
2022-11-02,Merchandise,13.63
2021-08-19,Tea,32.91
2021-10-03,Merchandise,47.01
2023-03-19,Pizza,12.69
2025-03-09,Cold Drinks,15.26
2023-08-16,Snacks,9.7
2022-06-19,Snacks,5.79
2022-12-12,Pizza,20.89
2020-08-30,Tea,40.37
2023-04-14,Snacks,30.32
2020-09-09,Cold Drinks,12.42
2020-03-05,Merchandise,39.72
2022-03-21,Cold Drinks,31
2021-04-08,Snacks,33.9
2022-05-09,Cake,31.23
2024-11-15,Coffee,46.85
2024-11-14,Pizza,41.06
2024-02-04,Merchandise,45.69
2021-10-16,Coffee,26.36
2023-11-27,Cold Drinks,28.86
2025-01-22,Pizza,34.63
2024-02-02,Snacks,49.79
2023-08-26,Tea,13.29
2020-04-28,Snacks,11.17
2023-09-29,Cake,20.63
2020-12-10,Pizza,42.53
2020-12-14,Cake,32.33
2022-09-27,Tea,12.26
2024-01-05,Cake,14.24
2021-07-05,Cake,41.77
2022-01-04,Snacks,10.7
2022-02-07,Pizza,23.48
2024-06-12,Pizza,18.71
2022-12-29,Pizza,42.69
2022-08-07,Cold Drinks,31.38
2022-12-14,Cake,11.04
2023-10-27,Pizza,46.61
2023-07-15,Coffee,10.6
2022-04-09,Merchandise,8.03
2020-05-07,Cold Drinks,26.13
2020-12-14,Cake,36.96
2023-06-10,Pizza,19.69
2021-09-19,Cold Drinks,17.23
2021-06-05,Cake,35.65
2021-03-29,Merchandise,10.71
2020-06-01,Snacks,15.83
2020-07-07,Cake,41.56
2023-11-20,Cold Drinks,44.25
2020-04-06,Snacks,25.23
2021-01-07,Merchandise,29.67
2020-03-23,Cake,9.66
2020-10-27,Cold Drinks,23.49
2020-03-25,Tea,16.63
2024-02-24,Pizza,18.84
2022-04-06,Merchandise,23.49
2024-06-09,Snacks,43.76
2022-04-08,Merchandise,32.19
2020-08-15,Pizza,24.49
2021-01-05,Cold Drinks,40.85
2024-03-23,Cake,43.83
2022-06-12,Coffee,28.31
2022-02-15,Merchandise,45.88
2021-02-15,Merchandise,15.35
2021-12-14,Cake,19.91
2022-06-16,Snacks,31.05
2024-12-29,Cold Drinks,33.85
2023-10-06,Tea,32.13
2020-09-30,Snacks,38.52
2020-12-15,Pizza,29.13
2023-06-17,Coffee,35.21
2022-08-26,Merchandise,18.38
2021-04-19,Cold Drinks,13
2022-04-06,Pizza,6.58
2023-08-31,Tea,5.12
2020-05-31,Coffee,13.07
2023-01-15,Merchandise,19.38
2024-01-12,Pizza,45.28
2021-07-24,Pizza,35.97
2021-08-22,Coffee,46.13
2020-05-06,Cold Drinks,39.46
2022-05-19,Pizza,5.34
2023-12-24,Cold Drinks,31.89
2023-06-22,Merchandise,16.98
2024-03-12,Merchandise,22.91
2021-01-25,Merchandise,8.42
2020-09-28,Coffee,21.23
2023-07-12,Pizza,24.03
2020-02-07,Pizza,8.4
2023-12-23,Cold Drinks,18.74
2023-08-30,Tea,25.95
2022-03-09,Snacks,5.66
2023-03-27,Pizza,25.06
2024-03-28,Coffee,13.4
2021-11-13,Pizza,10.71
2020-10-06,Pizza,37.48
2021-06-13,Coffee,46.64
2022-09-07,Merchandise,17.83
2022-06-15,Cake,29.12
2024-11-09,Cake,44.25
2023-07-08,Tea,34.78
2021-05-23,Merchandise,17.36
2024-09-21,Cake,13.21
2020-07-26,Tea,28.24
2021-10-16,Tea,21.74
2022-07-01,Tea,42.4
2024-09-07,Tea,10.02
2021-12-28,Pizza,13.54
2022-09-26,Pizza,28.99
2021-09-14,Cake,13
2020-01-31,Snacks,9.52
2024-03-28,Snacks,37.99
2024-10-03,Coffee,17.54
2020-11-01,Tea,46.73
2022-03-14,Tea,39.31
2024-03-20,Merchandise,42.33
2022-12-22,Cake,35.82
2022-12-08,Cake,6.45
2023-08-05,Cake,37.67
2020-07-04,Snacks,16.78
2024-07-06,Tea,34.69
2024-10-28,Cake,31.48
2023-07-13,Snacks,47.35
2023-04-13,Pizza,42.6
2021-03-29,Cold Drinks,25.9
2024-08-17,Coffee,10.18
2021-09-21,Pizza,12.14
2021-08-12,Tea,14.99
2023-11-08,Tea,10
2023-01-11,Coffee,29.88
2023-04-12,Cold Drinks,32.55
2024-04-10,Tea,6.62
2023-12-29,Cold Drinks,32.33
2022-07-11,Pizza,40.22
2020-02-15,Cold Drinks,24.48
2022-03-03,Merchandise,8.7
2022-02-20,Snacks,35.03
2024-06-14,Tea,27.15
2021-02-24,Tea,45.39
2021-10-15,Merchandise,9.81
2024-10-24,Tea,15.26
2022-05-06,Snacks,40.01
2022-02-10,Pizza,15.29
2024-11-14,Pizza,20.5
2022-11-05,Pizza,34.4
2020-10-12,Snacks,14.21
2021-12-11,Cold Drinks,32.33
2020-12-30,Coffee,35.17
2023-05-31,Snacks,11
2020-12-31,Cake,26.39
2023-02-23,Merchandise,31.07
2021-05-11,Tea,16.23
2022-11-05,Snacks,7.9
2025-01-07,Cake,20.09
2025-03-26,Pizza,28.36
2023-11-01,Coffee,43.17
2022-05-24,Tea,24.57
2020-04-23,Tea,44.89
2021-03-20,Tea,47.24
2022-01-12,Tea,41.26
2021-10-15,Snacks,16.95
2023-10-23,Merchandise,5.77
2020-11-06,Merchandise,41.32
2024-05-31,Coffee,12.97
2023-04-10,Snacks,22.83
2021-03-04,Merchandise,10.34
2025-01-12,Cold Drinks,20.64
2020-05-31,Cake,22.13
2025-04-09,Snacks,36.7
2020-01-03,Coffee,28.2
2024-01-28,Cake,36.01
2024-07-14,Tea,33
2020-10-09,Pizza,26.05
2021-08-26,Snacks,30.74
2023-12-07,Snacks,12.03
2023-04-12,Snacks,40.84
2020-05-27,Snacks,14.31
2024-11-20,Pizza,41.57
2021-09-08,Merchandise,23.46
2023-06-16,Coffee,16.48
2024-04-18,Tea,30.85
2025-04-02,Coffee,45.4
2021-08-04,Coffee,23.72
2024-09-12,Merchandise,19.81
2020-02-18,Coffee,42
2024-03-10,Merchandise,41.92
2023-05-07,Snacks,35.02
2021-10-20,Coffee,45.01
2022-03-26,Tea,37.62
2022-04-04,Merchandise,33.96
2020-02-21,Snacks,18.71
2021-06-03,Snacks,8.09
2022-12-19,Cold Drinks,18.1
2021-03-08,Snacks,16.88
2020-08-24,Cake,38.27
2021-09-11,Snacks,35.59
2022-09-05,Cold Drinks,28.76
2021-06-03,Merchandise,14.39
2024-11-09,Cold Drinks,39.79
2022-10-15,Merchandise,44.21
2023-03-26,Coffee,25.11
2023-02-08,Cold Drinks,10.96
2021-06-20,Tea,25.87
2021-07-13,Coffee,10.38
2021-06-15,Cake,39.84
2023-11-20,Cake,31.42
2023-12-16,Tea,8.35
2021-09-12,Pizza,28.59
2021-04-20,Cake,21.03
2022-03-03,Coffee,30.9
2024-02-25,Pizza,34.37
2025-01-05,Tea,11.96
2023-05-08,Merchandise,35.61
2022-03-29,Pizza,25.69
2023-07-09,Pizza,20.78
2023-07-01,Cold Drinks,11.86
2024-01-08,Cold Drinks,10.5
2023-06-06,Coffee,17.23
2020-08-02,Cold Drinks,37.82
2021-09-26,Merchandise,15.26
2025-02-20,Snacks,26.06
2022-08-04,Coffee,8.21
2023-11-03,Merchandise,8.43
2023-05-25,Pizza,15.06
2022-04-12,Merchandise,44.2
2021-10-21,Coffee,22.87
2020-08-21,Tea,39.08
2020-06-22,Tea,23.01
2022-09-22,Cold Drinks,39.95
2025-04-09,Tea,31.31
2023-02-21,Cake,20.02
2020-01-06,Pizza,48.99
2023-12-23,Tea,16.08
2022-04-15,Pizza,33.4
2021-07-03,Pizza,7.02
2020-10-16,Pizza,37.31
2021-10-29,Coffee,24.75
2022-04-28,Snacks,44.89
2024-03-20,Merchandise,41.65
2022-01-27,Snacks,19.22
2025-01-07,Snacks,26.44
2020-06-15,Merchandise,42.5
2024-05-13,Cake,48.77
2025-03-23,Pizza,48.5
2025-04-02,Snacks,41.26
2025-04-13,Tea,36.5
2021-09-25,Pizza,50
2024-11-28,Coffee,9.68
2021-08-31,Snacks,13.73
2021-02-28,Snacks,48.06
2025-01-10,Snacks,22.5
2020-02-20,Snacks,40.65
2020-11-06,Cold Drinks,21.3
2021-12-25,Snacks,15.56
2023-04-21,Cake,27.95
2022-07-29,Snacks,41.74
2025-01-31,Coffee,22.36
2023-11-23,Tea,22.7
2021-10-04,Merchandise,35.41
2021-04-21,Tea,43.42
2020-11-06,Pizza,49.41
2024-02-01,Snacks,13.17
2021-10-23,Merchandise,27.86
2021-09-06,Coffee,7.37
2023-04-15,Merchandise,25.66
2021-03-22,Merchandise,9.26
2022-02-25,Merchandise,41.56
2023-03-14,Cold Drinks,36.48
2021-03-23,Cake,11.09
2021-11-29,Cake,18.25
2021-05-05,Cold Drinks,48.87
2022-07-25,Pizza,11.86
2021-03-31,Snacks,7.15
2021-04-09,Cold Drinks,38
2024-12-11,Tea,37.67
2024-05-19,Tea,8.41
2024-05-31,Pizza,29.86
2020-06-04,Tea,48.87
2021-10-16,Merchandise,10.22
2023-12-31,Merchandise,35.4
2023-06-13,Cold Drinks,49.56
2021-03-30,Tea,10.77
2023-11-16,Cake,27.45
2023-09-20,Pizza,29.45
2023-07-10,Cake,41.59
2021-09-24,Coffee,42.17
2024-11-24,Snacks,28.16
2024-05-22,Pizza,11.07
2021-04-17,Cold Drinks,7.39
2020-02-29,Merchandise,34.88
2020-04-09,Coffee,18.08
2022-04-03,Coffee,37.47
2021-03-12,Cake,6.9
2021-04-21,Tea,36.16
2022-12-19,Pizza,5.16
2023-10-15,Pizza,29.18
2022-04-29,Cold Drinks,16.61
2022-03-09,Tea,15.15
2025-02-01,Merchandise,6.3
2022-03-16,Cake,37.58
2022-11-16,Merchandise,13.46
2023-11-11,Pizza,34.77
2023-03-20,Pizza,47.44
2021-01-14,Cold Drinks,39.73
2021-12-06,Cold Drinks,32.68
2022-09-04,Tea,48.19
2023-10-16,Merchandise,27.82
2022-05-23,Cake,28.17
2022-07-11,Coffee,39.34
2022-04-22,Tea,42.3
2023-01-17,Pizza,12.55
2021-10-07,Tea,49.34
2022-02-07,Tea,41.31
2023-11-27,Coffee,28.08
2020-01-20,Cake,42.38
2021-01-06,Merchandise,16.29
2020-03-27,Snacks,22.18
2023-01-09,Snacks,17.97
2021-12-24,Pizza,8.02
2022-06-15,Coffee,39.74
2021-10-23,Merchandise,24.16
2021-06-05,Coffee,20.39
2023-06-08,Merchandise,38.78
2021-03-12,Cold Drinks,30.26
2021-08-11,Cake,13.32
2022-01-31,Coffee,35.17
2023-12-24,Merchandise,37.7
2020-10-15,Pizza,19.08
2022-04-07,Merchandise,44.1
2023-07-22,Coffee,30.2
2022-03-04,Pizza,5.8
2023-03-15,Coffee,36.33
2024-08-05,Snacks,12.82
2020-08-17,Pizza,20.82
2025-01-24,Coffee,7.7
2022-05-02,Tea,6.45
2021-09-18,Coffee,6.85
2020-04-01,Coffee,33.16
2024-02-10,Tea,35.13
2023-03-16,Cake,47.45
2023-06-18,Cold Drinks,28.74
2024-01-06,Tea,11.46
2020-01-17,Snacks,9.23
2023-02-08,Snacks,36.13
2020-09-19,Cake,15.63
2020-12-06,Coffee,19.94
2022-09-02,Merchandise,32.8
2024-10-30,Merchandise,12.89
2020-06-15,Cake,43.59
2022-09-18,Merchandise,10.6
2021-02-03,Tea,22.96
2021-01-16,Coffee,26.72
2022-05-27,Merchandise,13.13
2020-10-08,Tea,40.25
2022-05-31,Pizza,21.49
2025-01-16,Coffee,40.73
2024-03-10,Cake,40
2020-05-24,Pizza,17.63
2023-08-01,Tea,42.46
2020-03-17,Pizza,6.44
2023-08-27,Tea,21.27
2022-08-25,Cold Drinks,18.94
2023-06-18,Pizza,41.21
2023-10-07,Cold Drinks,5.55
2022-05-31,Tea,30.66
2020-06-18,Cake,31.1
2020-09-28,Pizza,41.04
2022-05-01,Pizza,21.23
2024-05-09,Cold Drinks,15.35
2023-05-07,Cold Drinks,16.44
2023-05-18,Coffee,7.88
2021-11-13,Pizza,35.75
2023-12-27,Cake,34.4
2024-10-01,Tea,45.32
2024-02-11,Cake,34.37
2023-04-04,Merchandise,42.17
2024-01-13,Cold Drinks,45.95
2022-12-22,Pizza,43.66
2024-02-23,Cake,15.37
2020-03-06,Tea,6.25
2024-05-11,Coffee,48.58
2023-12-27,Coffee,12.55
2022-10-14,Cold Drinks,11.09
2023-03-09,Snacks,24.55
2023-10-03,Tea,25.67
2024-11-03,Coffee,6.33
2023-11-28,Merchandise,10.89
2024-11-15,Coffee,31.64
2022-08-19,Tea,23.97
2021-06-26,Tea,44.49
2020-12-27,Merchandise,14.13
2021-04-21,Coffee,26.13
2021-08-13,Cold Drinks,8.01
2025-01-07,Coffee,29.15
2022-04-08,Cake,26.96
2024-09-27,Tea,19.32
2021-08-21,Tea,14.44
2023-04-17,Cake,21.27
2020-03-23,Tea,43.91
2022-03-18,Pizza,23.72
2024-04-22,Merchandise,5.83
2022-06-07,Merchandise,24.06
2023-01-25,Pizza,16
2021-12-08,Snacks,37.32
2024-06-30,Tea,34.24
2022-06-03,Merchandise,49.23
2023-08-21,Cold Drinks,33.61
2021-10-25,Coffee,6.46
2023-07-07,Snacks,44.2
2020-11-10,Snacks,47.66
2022-05-20,Cake,44.02
2020-12-24,Cake,29.18
2022-09-01,Snacks,39.61
2020-07-17,Merchandise,7.65
2021-02-01,Pizza,30.6
2023-04-06,Cake,18.68
2022-02-14,Cake,32.06
2023-10-06,Merchandise,22.99
2020-08-06,Cold Drinks,44.69
2021-03-29,Tea,17.76
2023-10-06,Cake,26.59
2024-06-20,Tea,33.53
2020-02-17,Coffee,39.06
2022-10-21,Merchandise,26.6
2020-10-18,Tea,16.64
2021-02-16,Tea,8.17
2022-02-24,Tea,18.1
2024-10-06,Pizza,10.93
2021-04-24,Pizza,16.59
2021-03-21,Cake,27.16
2022-09-21,Cold Drinks,7.65
2025-02-11,Pizza,39.38
2024-06-06,Pizza,15.94
2020-02-02,Pizza,28.89
2024-03-03,Coffee,36.28
2023-05-11,Coffee,8.54
2023-08-26,Tea,9.56
2024-11-09,Merchandise,34.35
2024-12-27,Cake,48.56
2024-10-13,Cake,44.21
2024-06-19,Coffee,30.97
2024-07-27,Snacks,27.38
2020-08-01,Snacks,40.97
2021-06-16,Merchandise,44.04
2022-08-16,Pizza,35.39
2021-01-13,Merchandise,41.8
2022-10-28,Snacks,37.98
2021-03-13,Cake,41.9
2020-08-12,Cake,20.36
2022-03-11,Snacks,29.12
2023-10-21,Tea,44.85
2024-02-07,Pizza,18.31
2022-07-03,Snacks,48.16
2023-04-18,Merchandise,40.62
2024-11-03,Merchandise,43.51
2023-01-02,Coffee,43.49
2020-05-04,Cold Drinks,13.4
2022-02-23,Cake,17.05
2021-03-31,Merchandise,11.02
2020-11-12,Cold Drinks,16.9
2022-10-04,Pizza,34.36
2021-01-29,Cold Drinks,13.63
2021-06-10,Coffee,40.09
2023-09-05,Pizza,23.25
2021-06-07,Merchandise,24.23
2023-02-17,Cold Drinks,13.69
2021-07-21,Snacks,14.1
2022-03-25,Merchandise,42.25
2024-09-26,Tea,38.3
2023-12-07,Pizza,39.47
2023-03-18,Pizza,13.09
2020-01-29,Snacks,17.26
2021-07-10,Cold Drinks,31.08
2020-05-28,Snacks,37.7
2020-06-26,Tea,48.92
2020-01-12,Snacks,31.1
2023-08-28,Merchandise,16.22
2021-10-23,Tea,44.48
2020-07-09,Merchandise,11.2
2024-06-12,Cake,33.71
2020-12-01,Merchandise,13.58
2023-04-28,Pizza,7.6
2022-12-19,Snacks,14.3
2020-07-23,Merchandise,8.24
2022-12-02,Merchandise,43.21
2022-08-24,Cake,6.77
2021-12-29,Cake,32.92
2024-09-22,Snacks,37.57
2024-01-12,Coffee,7.92
2021-06-17,Merchandise,8.15
2020-10-07,Coffee,20.99
2025-02-12,Cold Drinks,28.04
2022-05-10,Pizza,26.78
2021-07-31,Pizza,17.38
2024-07-09,Cake,11.91
2024-04-16,Snacks,22.32
2023-03-11,Merchandise,30.54
2023-08-19,Snacks,19.5
2025-03-18,Merchandise,33.3
2022-04-28,Merchandise,45.29
2020-05-17,Merchandise,46.65
2024-04-20,Cold Drinks,49.84
2023-02-23,Cold Drinks,13.56
2020-04-25,Coffee,9.07
2023-04-03,Merchandise,41.23
2022-03-07,Coffee,48.1
2023-09-30,Tea,35.44
2022-06-19,Cake,41.69
2025-04-10,Cake,11.54
2020-09-24,Cake,44.7
2024-05-16,Cake,28.22
2023-04-05,Merchandise,31.1
2024-02-16,Tea,8.35
2021-10-30,Cake,47.75
2024-07-31,Snacks,33.7
2023-08-19,Tea,33.63
2022-05-27,Merchandise,24.8
2023-10-06,Cake,26.53
2021-11-22,Coffee,10.49
2023-05-15,Cold Drinks,24.18
2023-07-13,Cake,10.08
2023-08-28,Tea,47.56
2020-01-26,Cake,31.99
2020-07-01,Cold Drinks,32.59
2020-08-25,Tea,42.23
2021-04-20,Merchandise,12.29
2023-12-21,Pizza,12.15
2021-09-04,Pizza,41.27
2022-04-22,Coffee,36.64
2021-08-10,Pizza,49.05
2023-09-08,Pizza,32.78
2023-12-07,Cold Drinks,49.94
2020-02-02,Merchandise,15.81
2024-11-09,Snacks,9.3
2023-02-08,Coffee,40.96
2024-07-05,Merchandise,6.31
2024-09-12,Coffee,40.15
2021-07-14,Coffee,46.37
2022-02-10,Snacks,19.82
2021-09-23,Tea,20.23
2021-04-29,Cold Drinks,30.33
2023-08-03,Merchandise,36.95
2023-03-21,Coffee,15.96
2022-09-10,Pizza,11.8
2024-05-25,Cake,32.73
2023-05-09,Merchandise,49.31
2025-02-04,Coffee,42.45
2020-01-24,Snacks,22.54
2021-11-29,Merchandise,13.11
2022-08-04,Pizza,7.2
2024-07-09,Pizza,8.23
2020-04-08,Merchandise,7.56
2023-09-10,Cake,29.86
2020-03-14,Cake,20.83
2024-11-01,Coffee,48.68
2020-05-06,Cold Drinks,32.37
2024-04-04,Tea,29.45
2021-06-09,Coffee,35.12
2023-04-17,Pizza,11.03
2025-01-22,Cold Drinks,43.25
2020-10-07,Pizza,16.29
2020-05-10,Merchandise,35.3
2022-10-22,Merchandise,49.61
2020-02-12,Snacks,34.7
2021-07-14,Merchandise,40.08
2022-10-25,Cold Drinks,48.99
2023-03-22,Cake,23.94
2021-11-01,Cold Drinks,37.88
2022-12-27,Snacks,19.32
2021-02-16,Pizza,48.85
2024-08-21,Coffee,16.46
2022-08-27,Tea,19.62
2022-07-31,Merchandise,40.41
2021-05-07,Cake,17.59
2024-07-26,Cake,7.37
2022-05-09,Tea,28.29
2023-07-15,Coffee,29.31
2022-10-28,Tea,8.73
2021-08-20,Cold Drinks,31.05
2023-03-08,Cold Drinks,45.13
2022-09-07,Snacks,31.84
2020-01-08,Tea,6.09
2020-03-16,Cake,18.71
2023-11-14,Pizza,48.07
2021-01-21,Snacks,47.72
2023-03-09,Tea,28.27
2020-01-03,Snacks,13.91
2023-01-02,Pizza,41.52
2024-06-05,Pizza,31.68
2024-06-28,Snacks,6.59
2021-11-03,Coffee,17.87
2021-11-25,Cold Drinks,42.04
2020-11-09,Merchandise,16.58
2020-06-07,Cold Drinks,21.18
2021-10-09,Coffee,38.01
2024-11-23,Coffee,21.83
2020-04-17,Cake,45.4
2021-08-27,Cake,45.98
2021-07-25,Coffee,49.96
2023-01-05,Cake,45.62
2024-10-22,Cake,14.04
2020-03-08,Pizza,19.74
2020-10-12,Snacks,14.88
2023-07-17,Cake,31.79
2021-05-09,Coffee,33.34
2020-09-25,Cake,21.8
2024-04-24,Merchandise,5.78
2020-02-01,Coffee,18.72
2023-03-02,Pizza,28.35
2024-09-26,Coffee,45.7
2020-03-28,Merchandise,47.11
2020-07-05,Coffee,8.29
2024-04-11,Pizza,6.07
2021-12-05,Cake,9.04
2024-08-27,Cold Drinks,36.24
2023-11-14,Pizza,29.65
2024-08-03,Pizza,27.18
2024-11-14,Merchandise,20.41
2022-04-09,Merchandise,48.03
2022-05-25,Cold Drinks,7.64
2021-04-26,Coffee,12.65
2023-09-22,Snacks,9.39
2021-01-02,Tea,9.22
2020-01-15,Coffee,18.7
2021-09-10,Merchandise,9.26
2021-05-12,Merchandise,30.14
2020-02-16,Pizza,26.21
2022-02-17,Coffee,38.06
2024-06-30,Pizza,39.26
2023-02-23,Coffee,43.1
2023-10-07,Merchandise,38.65
2021-09-28,Cold Drinks,36.9
2022-05-15,Snacks,39.84
2020-01-05,Coffee,22.95
2022-10-27,Snacks,13.16
2023-01-30,Tea,37.27
2025-03-25,Tea,43.55
2020-07-11,Merchandise,28.57
2022-06-21,Cake,25.96
2023-10-11,Cake,34.78
2021-08-05,Snacks,38.12
2020-09-11,Pizza,47.9
2021-03-17,Merchandise,9.58
2020-04-13,Cake,43.67
2020-06-20,Merchandise,13.02
2022-09-25,Merchandise,17.69
2025-02-01,Pizza,43.52
2024-05-05,Tea,29.51
2020-01-01,Pizza,28.81
2024-12-22,Snacks,21.82
2023-07-06,Merchandise,10.56
2024-10-27,Coffee,34.7
2023-06-05,Pizza,6.01
2020-03-12,Coffee,21.64
2021-12-26,Snacks,13.77
